id,dt,amount,product,category,db
a3f06f40-d0ad-11ec-b846-08c5e1cbfad9,2019-04-18,20.0,piata,Stuff,expenses
a3f16fe8-d0ad-11ec-a8b4-08c5e1cbfad9,2019-04-18,74.0,auchan,Stuff,expenses
a3f27cb5-d0ad-11ec-aeea-08c5e1cbfad9,2019-04-18,40.0,husa note 9,Stuff,expenses
a3f3ac1a-d0ad-11ec-802e-08c5e1cbfad9,2019-04-18,21.0,profi bere alina,Stuff,expenses
a3f4c5d5-d0ad-11ec-8eb0-08c5e1cbfad9,2019-04-18,50.0,benzina,Stuff,expenses
a3f5e2f7-d0ad-11ec-8f42-08c5e1cbfad9,2019-04-19,150.0,c itp,Stuff,expenses
a3f6e752-d0ad-11ec-aecd-08c5e1cbfad9,2019-04-19,22.0,profi,Stuff,expenses
a3f84f3a-d0ad-11ec-9ee6-08c5e1cbfad9,2019-04-19,43.0,tig c si a chipsuri,Stuff,expenses
a3f9449a-d0ad-11ec-9489-08c5e1cbfad9,2019-04-20,200.0,rata c,Stuff,expenses
a3fa3322-d0ad-11ec-b175-08c5e1cbfad9,2019-04-20,100.0,c piata,Stuff,expenses
a3fc37c1-d0ad-11ec-a533-08c5e1cbfad9,2019-04-20,25.0,profi,Stuff,expenses
a3fd9255-d0ad-11ec-8a09-08c5e1cbfad9,2019-04-20,40.0,pizza,Stuff,expenses
a3fede69-d0ad-11ec-a714-08c5e1cbfad9,2019-04-21,25.0,gratar,Stuff,expenses
a4001d93-d0ad-11ec-85e8-08c5e1cbfad9,2019-04-21,50.0,benzina 5.65,Stuff,expenses
a4014d55-d0ad-11ec-b4f9-08c5e1cbfad9,2019-04-22,100.0,c cheltuiala,Stuff,expenses
a402cb85-d0ad-11ec-865f-08c5e1cbfad9,2019-04-22,18.0,tig a,Stuff,expenses
a403cd37-d0ad-11ec-9e92-08c5e1cbfad9,2019-04-23,50.0,benzina 5.67,Stuff,expenses
a404d60d-d0ad-11ec-92b4-08c5e1cbfad9,2019-04-23,17.0,heets,Stuff,expenses
a4061125-d0ad-11ec-992e-08c5e1cbfad9,2019-04-23,60.0,protectie disc frana,Stuff,expenses
a4071d9d-d0ad-11ec-bc3f-08c5e1cbfad9,2019-04-23,29.0,tig a cola pepsi,Stuff,expenses
a408bbb5-d0ad-11ec-b62e-08c5e1cbfad9,2019-04-24,50.0,benzina 5.69,Stuff,expenses
a40a6d40-d0ad-11ec-bf82-08c5e1cbfad9,2019-04-24,20.0,tig c si pepsi,Stuff,expenses
a40bb001-d0ad-11ec-8e2e-08c5e1cbfad9,2019-04-24,85.0,carrefour,Stuff,expenses
a40ceb10-d0ad-11ec-8b9e-08c5e1cbfad9,2019-04-24,1400.0,laptop,Stuff,expenses
a40df6e6-d0ad-11ec-904b-08c5e1cbfad9,2019-04-25,5.0,mancare fetita,Stuff,expenses
a40f21fa-d0ad-11ec-b6b6-08c5e1cbfad9,2019-04-25,18.0,tig a,Stuff,expenses
a410282a-d0ad-11ec-b20b-08c5e1cbfad9,2019-04-25,7.0,cola rontait c,Stuff,expenses
a41119aa-d0ad-11ec-bf11-08c5e1cbfad9,2019-04-26,100.0,c piata,Stuff,expenses
a412013c-d0ad-11ec-9de4-08c5e1cbfad9,2019-04-26,150.0,carrefour,Stuff,expenses
a413695b-d0ad-11ec-be4d-08c5e1cbfad9,2019-04-26,30.0,benzina c,Stuff,expenses
a41590dd-d0ad-11ec-8eba-08c5e1cbfad9,2019-04-27,200.0,mami,Stuff,expenses
a416b5de-d0ad-11ec-b9bb-08c5e1cbfad9,2019-04-27,18.0,tig a,Stuff,expenses
a4181624-d0ad-11ec-a760-08c5e1cbfad9,2019-04-27,10.0,paine si altele,Stuff,expenses
a41a0a6d-d0ad-11ec-bf19-08c5e1cbfad9,2019-04-27,17.0,heets,Stuff,expenses
a41b18f8-d0ad-11ec-aa29-08c5e1cbfad9,2019-04-28,50.0,benzina 5.66,Stuff,expenses
a41c65c0-d0ad-11ec-9a7c-08c5e1cbfad9,2019-04-28,60.0,bacaro,Stuff,expenses
a41dd0d4-d0ad-11ec-8787-08c5e1cbfad9,2019-04-28,60.0,tig c si a bere etc,Stuff,expenses
a41f1218-d0ad-11ec-bb7a-08c5e1cbfad9,2019-04-29,20.0,inghetata,Stuff,expenses
a4206089-d0ad-11ec-b4b1-08c5e1cbfad9,2019-04-29,16.0,jysk,Stuff,expenses
a4216a4d-d0ad-11ec-9f42-08c5e1cbfad9,2019-04-29,74.0,carrefour,Stuff,expenses
a42295d5-d0ad-11ec-89b1-08c5e1cbfad9,2019-04-29,18.0,tig a,Stuff,expenses
a423ee0d-d0ad-11ec-8543-08c5e1cbfad9,2019-04-30,68.0,auchan,Stuff,expenses
a424ebc0-d0ad-11ec-a434-08c5e1cbfad9,2019-04-30,61.0,lidl,Stuff,expenses
a425dbb9-d0ad-11ec-a1f1-08c5e1cbfad9,2019-04-30,50.0,pepco,Stuff,expenses
a426d3d3-d0ad-11ec-99b8-08c5e1cbfad9,2019-04-30,7.0,cola,Stuff,expenses
a427c239-d0ad-11ec-a8c4-08c5e1cbfad9,2019-04-30,18.0,tig a,Stuff,expenses
a428fa44-d0ad-11ec-94a9-08c5e1cbfad9,2019-05-01,10.0,paine gratar,Stuff,expenses
a42a349f-d0ad-11ec-b4aa-08c5e1cbfad9,2019-05-01,19.0,apa bere,Stuff,expenses
a42b8ca2-d0ad-11ec-93de-08c5e1cbfad9,2019-05-01,30.0,benzina 5.66,Stuff,expenses
a42ca586-d0ad-11ec-9f98-08c5e1cbfad9,2019-05-01,30.0,benzina c,Stuff,expenses
a42dd075-d0ad-11ec-9a43-08c5e1cbfad9,2019-05-01,100.0,golf,Stuff,expenses
a42ecac5-d0ad-11ec-a068-08c5e1cbfad9,2019-05-01,20.0,rovignieta c,Stuff,expenses
a42fd78b-d0ad-11ec-93a3-08c5e1cbfad9,2019-05-01,22.0,profi tig a si napolitana,Stuff,expenses
a430c6c4-d0ad-11ec-a8a0-08c5e1cbfad9,2019-05-02,30.0,c cheltuiala,Stuff,expenses
a4321274-d0ad-11ec-b3b8-08c5e1cbfad9,2019-05-02,56.0,rds alin,Stuff,expenses
a4337783-d0ad-11ec-9efd-08c5e1cbfad9,2019-05-03,34.0,tig c si heets,Stuff,expenses
a4347232-d0ad-11ec-9f5e-08c5e1cbfad9,2019-05-03,76.0,auchan,Stuff,expenses
a436031b-d0ad-11ec-8612-08c5e1cbfad9,2019-05-04,34.0,Cartela Vodafone Alin,Stuff,expenses
a4378825-d0ad-11ec-9af5-08c5e1cbfad9,2019-05-04,40.0,c cheltuiala,Stuff,expenses
a4390dd6-d0ad-11ec-96c7-08c5e1cbfad9,2019-05-04,20.0,spalatorie,Stuff,expenses
a43a04cc-d0ad-11ec-8693-08c5e1cbfad9,2019-05-04,5.0,cola,Stuff,expenses
a43b34af-d0ad-11ec-8ee0-08c5e1cbfad9,2019-05-05,50.0,mot 5.76,Stuff,expenses
a43c6132-d0ad-11ec-90ca-08c5e1cbfad9,2019-05-05,50.0,benzina 5.69,Stuff,expenses
a43d8a54-d0ad-11ec-aca4-08c5e1cbfad9,2019-05-05,30.0,auchan,Stuff,expenses
a43eaafd-d0ad-11ec-873c-08c5e1cbfad9,2019-05-05,70.0,profi,Stuff,expenses
a43ff22b-d0ad-11ec-8dec-08c5e1cbfad9,2019-05-06,45.0,tig c si a cola pepsi,Stuff,expenses
a440fbbe-d0ad-11ec-ab2d-08c5e1cbfad9,2019-05-07,70.0,metro,Stuff,expenses
a4424ac8-d0ad-11ec-b751-08c5e1cbfad9,2019-05-07,52.0,alfabeta,Stuff,expenses
a44354f6-d0ad-11ec-b599-08c5e1cbfad9,2019-05-07,17.0,tig c,Stuff,expenses
a444956c-d0ad-11ec-a353-08c5e1cbfad9,2019-05-08,45.0,Netflix,Stuff,expenses
a44643d0-d0ad-11ec-98ce-08c5e1cbfad9,2019-05-08,15.0,c cheltuiala,Stuff,expenses
a4479da3-d0ad-11ec-b629-08c5e1cbfad9,2019-05-08,70.0,mouse,Stuff,expenses
a448eb20-d0ad-11ec-978a-08c5e1cbfad9,2019-05-08,50.0,rds c,Stuff,expenses
a44a5e35-d0ad-11ec-a69c-08c5e1cbfad9,2019-05-08,17.0,heets,Stuff,expenses
a44beaeb-d0ad-11ec-aac2-08c5e1cbfad9,2019-05-08,7.0,bere apa,Stuff,expenses
a44d13dc-d0ad-11ec-8c4f-08c5e1cbfad9,2019-05-09,50.0,c cheltuiala,Stuff,expenses
a44e0992-d0ad-11ec-b459-08c5e1cbfad9,2019-05-09,100.0,benzina 5.72,Stuff,expenses
a44f3154-d0ad-11ec-890b-08c5e1cbfad9,2019-05-09,17.0,heets,Stuff,expenses
a45073b7-d0ad-11ec-b128-08c5e1cbfad9,2019-05-09,8.0,bere,Stuff,expenses
a451d3f3-d0ad-11ec-b2ef-08c5e1cbfad9,2019-05-10,17.0,heets,Stuff,expenses
a452d133-d0ad-11ec-a2cc-08c5e1cbfad9,2019-05-10,8.0,cola seminte,Stuff,expenses
a45439ce-d0ad-11ec-a280-08c5e1cbfad9,2019-05-10,100.0,c curent,Stuff,expenses
a4556eb7-d0ad-11ec-a183-08c5e1cbfad9,2019-05-11,20.0,c benzina,Stuff,expenses
a456903f-d0ad-11ec-8cbc-08c5e1cbfad9,2019-05-11,102.0,auchan piata,Stuff,expenses
a4580f78-d0ad-11ec-9733-08c5e1cbfad9,2019-05-11,50.0,tig c si a chips cola,Stuff,expenses
a459a129-d0ad-11ec-aa01-08c5e1cbfad9,2019-05-12,50.0,tig c si a bere suc,Stuff,expenses
a45ad524-d0ad-11ec-aace-08c5e1cbfad9,2019-05-12,7.0,cornuri,Stuff,expenses
a45c7cdb-d0ad-11ec-94a0-08c5e1cbfad9,2019-05-13,450.0,c intretinere,Stuff,expenses
a45dd875-d0ad-11ec-b41d-08c5e1cbfad9,2019-05-13,50.0,c cheltuiala,Stuff,expenses
a45f05d0-d0ad-11ec-afcf-08c5e1cbfad9,2019-05-13,34.0,tig c si a,Stuff,expenses
a46021b0-d0ad-11ec-a6eb-08c5e1cbfad9,2019-05-14,20.0,c cheltuiala,Stuff,expenses
a4613a30-d0ad-11ec-98a7-08c5e1cbfad9,2019-05-14,100.0,benzina 5.70,Stuff,expenses
a46234d9-d0ad-11ec-9319-08c5e1cbfad9,2019-05-14,200.0,rata c ing,Stuff,expenses
a4637080-d0ad-11ec-9d17-08c5e1cbfad9,2019-05-14,17.0,heets,Stuff,expenses
a46498fb-d0ad-11ec-aca6-08c5e1cbfad9,2019-05-14,7.0,tuborg,Stuff,expenses
a46617df-d0ad-11ec-8f6a-08c5e1cbfad9,2019-05-14,60.0,pizza,Stuff,expenses
a468451c-d0ad-11ec-8600-08c5e1cbfad9,2019-05-14,25.0,tig c si apa,Stuff,expenses
a4698869-d0ad-11ec-b417-08c5e1cbfad9,2019-05-15,50.0,benzina 5.70,Stuff,expenses
a46ae673-d0ad-11ec-80a7-08c5e1cbfad9,2019-05-15,17.0,heets,Stuff,expenses
a46c23dc-d0ad-11ec-aade-08c5e1cbfad9,2019-05-16,80.0,benzina 5.70,Stuff,expenses
a46da610-d0ad-11ec-90b2-08c5e1cbfad9,2019-05-16,17.0,heets,Stuff,expenses
a46eb765-d0ad-11ec-8508-08c5e1cbfad9,2019-05-17,17.0,heets,Stuff,expenses
a4706d2c-d0ad-11ec-8ed5-08c5e1cbfad9,2019-05-17,7.0,cola,Stuff,expenses
a471b8fd-d0ad-11ec-89ad-08c5e1cbfad9,2019-05-18,34.0,Cartela Orange Alin,Stuff,expenses
a472f3e5-d0ad-11ec-9826-08c5e1cbfad9,2019-05-18,100.0,benzina,Stuff,expenses
a4745077-d0ad-11ec-9ad4-08c5e1cbfad9,2019-05-18,17.0,heets,Stuff,expenses
a475955d-d0ad-11ec-82c9-08c5e1cbfad9,2019-05-18,17.0,heets,Stuff,expenses
a4769fce-d0ad-11ec-9978-08c5e1cbfad9,2019-05-18,6.0,burn,Stuff,expenses
a4782448-d0ad-11ec-afa9-08c5e1cbfad9,2019-05-19,17.0,heets,Stuff,expenses
a4793f85-d0ad-11ec-8515-08c5e1cbfad9,2019-05-19,6.0,burn,Stuff,expenses
a47a8cd7-d0ad-11ec-9d02-08c5e1cbfad9,2019-05-20,17.0,heets,Stuff,expenses
a47bbcea-d0ad-11ec-86b6-08c5e1cbfad9,2019-05-20,8.0,cola chips,Stuff,expenses
a47cd909-d0ad-11ec-9af9-08c5e1cbfad9,2019-05-21,17.0,heets,Stuff,expenses
a47e1774-d0ad-11ec-afc9-08c5e1cbfad9,2019-05-22,150.0,mihai bmw,Stuff,expenses
a47f1f76-d0ad-11ec-a11a-08c5e1cbfad9,2019-05-22,17.0,heets,Stuff,expenses
a4808d4c-d0ad-11ec-bd08-08c5e1cbfad9,2019-05-22,6.0,cola,Stuff,expenses
a481c694-d0ad-11ec-9698-08c5e1cbfad9,2019-05-22,17.0,heets1,Stuff,expenses
a482f713-d0ad-11ec-9ec5-08c5e1cbfad9,2019-05-22,6.0,bere,Stuff,expenses
a483e1ae-d0ad-11ec-800c-08c5e1cbfad9,2019-05-23,50.0,benzina 5.74,Stuff,expenses
a4855ab5-d0ad-11ec-b62f-08c5e1cbfad9,2019-05-23,17.0,heets,Stuff,expenses
a4865518-d0ad-11ec-b022-08c5e1cbfad9,2019-05-23,7.0,bere,Stuff,expenses
a487d82a-d0ad-11ec-8c3c-08c5e1cbfad9,2019-05-24,19.0,tig a,Stuff,expenses
a488c600-d0ad-11ec-b115-08c5e1cbfad9,2019-05-24,17.0,tig maria,Stuff,expenses
a48a4eb5-d0ad-11ec-b820-08c5e1cbfad9,2019-05-24,10.0,cola sweps,Stuff,expenses
a48b4a96-d0ad-11ec-98ce-08c5e1cbfad9,2019-05-25,30.0,bere ok,Stuff,expenses
a48d1db2-d0ad-11ec-adeb-08c5e1cbfad9,2019-05-25,50.0,benzina,Stuff,expenses
a48e637a-d0ad-11ec-b6e3-08c5e1cbfad9,2019-05-25,17.0,heets,Stuff,expenses
a48faa0a-d0ad-11ec-893e-08c5e1cbfad9,2019-05-26,5.0,sprite,Stuff,expenses
a490b619-d0ad-11ec-abb7-08c5e1cbfad9,2019-05-26,20.0,kechup,Stuff,expenses
a491b678-d0ad-11ec-a9dc-08c5e1cbfad9,2019-05-26,24.0,heets apa pate,Stuff,expenses
a49371c3-d0ad-11ec-931d-08c5e1cbfad9,2019-05-27,22.0,heets cola,Stuff,expenses
a49543e8-d0ad-11ec-9068-08c5e1cbfad9,2019-05-27,5.0,schweeps,Stuff,expenses
a496c472-d0ad-11ec-a235-08c5e1cbfad9,2019-05-28,240.0,benzina,Stuff,expenses
a497ea06-d0ad-11ec-88e9-08c5e1cbfad9,2019-05-28,17.0,heets,Stuff,expenses
a49910c7-d0ad-11ec-8689-08c5e1cbfad9,2019-05-28,86.0,piata,Stuff,expenses
a49a14d0-d0ad-11ec-b45b-08c5e1cbfad9,2019-05-29,17.0,heets,Stuff,expenses
a49aeb9e-d0ad-11ec-abba-08c5e1cbfad9,2019-05-29,4.0,cola,Stuff,expenses
a49bf960-d0ad-11ec-bf60-08c5e1cbfad9,2019-05-29,10.0,celina cartofi,Stuff,expenses
a49d117c-d0ad-11ec-b587-08c5e1cbfad9,2019-05-29,30.0,pizza,Stuff,expenses
a49e6d2b-d0ad-11ec-bc69-08c5e1cbfad9,2019-05-29,15.0,bere,Stuff,expenses
a49f8a83-d0ad-11ec-923d-08c5e1cbfad9,2019-05-29,17.0,heets1,Stuff,expenses
a4a0e473-d0ad-11ec-8b6a-08c5e1cbfad9,2019-05-30,105.0,camasa papion,Stuff,expenses
a4a24d58-d0ad-11ec-8252-08c5e1cbfad9,2019-05-31,170.0,Maria,Stuff,expenses
a4a3b4a3-d0ad-11ec-a450-08c5e1cbfad9,2019-05-31,13.0,Bere Cola,Stuff,expenses
a4a52796-d0ad-11ec-9e78-08c5e1cbfad9,2019-05-31,17.0,Heets,Stuff,expenses
a4a662c0-d0ad-11ec-8397-08c5e1cbfad9,2019-05-31,18.0,terasa iancut,Stuff,expenses
a4a77400-d0ad-11ec-a0bc-08c5e1cbfad9,2019-06-01,34.0,Cartela Vodafone Alin,Stuff,expenses
a4a8f782-d0ad-11ec-8a9a-08c5e1cbfad9,2019-06-01,15.0,patiserie,Stuff,expenses
a4aa0df8-d0ad-11ec-a389-08c5e1cbfad9,2019-06-01,20.0,celi carne,Stuff,expenses
a4ab4760-d0ad-11ec-a194-08c5e1cbfad9,2019-06-01,34.0,heets 2 pachete,Stuff,expenses
a4ac5c48-d0ad-11ec-b97b-08c5e1cbfad9,2019-06-02,48.0,sanvis tig suc,Stuff,expenses
a4adf297-d0ad-11ec-b6be-08c5e1cbfad9,2019-06-03,50.0,Maria,Stuff,expenses
a4af1eb3-d0ad-11ec-81cc-08c5e1cbfad9,2019-06-03,17.0,heets,Stuff,expenses
a4b0185f-d0ad-11ec-8b12-08c5e1cbfad9,2019-06-03,3.0,schweppes,Stuff,expenses
a4b15913-d0ad-11ec-8f98-08c5e1cbfad9,2019-06-03,500.0,c intretinere,Stuff,expenses
a4b2d940-d0ad-11ec-8981-08c5e1cbfad9,2019-06-04,100.0,benzina 5.67,Stuff,expenses
a4b3d3ba-d0ad-11ec-9b2b-08c5e1cbfad9,2019-06-04,17.0,heets,Stuff,expenses
a4b52d02-d0ad-11ec-8f94-08c5e1cbfad9,2019-06-05,17.0,heets,Stuff,expenses
a4b64514-d0ad-11ec-91d7-08c5e1cbfad9,2019-06-05,3.0,schweppes,Stuff,expenses
a4b77316-d0ad-11ec-aba9-08c5e1cbfad9,2019-06-06,17.0,heets,Stuff,expenses
a4b8b2c7-d0ad-11ec-9186-08c5e1cbfad9,2019-06-06,100.0,Rata Consuela,Stuff,expenses
a4ba3150-d0ad-11ec-b641-08c5e1cbfad9,2019-06-06,20.0,nutella cacao,Stuff,expenses
a4bb8b95-d0ad-11ec-995d-08c5e1cbfad9,2019-06-07,17.0,heets,Stuff,expenses
a4bccfd5-d0ad-11ec-af2b-08c5e1cbfad9,2019-06-07,3.0,schweppes,Stuff,expenses
a4bdefe6-d0ad-11ec-a344-08c5e1cbfad9,2019-06-07,34.0,tig m a,Stuff,expenses
a4bf84d2-d0ad-11ec-abb1-08c5e1cbfad9,2019-06-07,5.0,suc,Stuff,expenses
a4c0ab10-d0ad-11ec-9ea0-08c5e1cbfad9,2019-06-08,45.0,Netflix,Stuff,expenses
a4c269c9-d0ad-11ec-9a23-08c5e1cbfad9,2019-06-08,50.0,benzina 5.51,Stuff,expenses
a4c45a11-d0ad-11ec-b9f0-08c5e1cbfad9,2019-06-08,17.0,heets,Stuff,expenses
a4c58b5c-d0ad-11ec-90a1-08c5e1cbfad9,2019-06-08,6.0,cola,Stuff,expenses
a4c6bc7a-d0ad-11ec-ab9d-08c5e1cbfad9,2019-06-09,16.0,suc mamaia,Stuff,expenses
a4c7d463-d0ad-11ec-b309-08c5e1cbfad9,2019-06-09,6.0,cola,Stuff,expenses
a4c8fb23-d0ad-11ec-bddd-08c5e1cbfad9,2019-06-09,37.0,tig c si a pepsi c,Stuff,expenses
a4ca55e8-d0ad-11ec-90f9-08c5e1cbfad9,2019-06-10,21.0,heets cola,Stuff,expenses
a4cbf357-d0ad-11ec-a300-08c5e1cbfad9,2019-06-11,17.0,heets,Stuff,expenses
a4cd1525-d0ad-11ec-b150-08c5e1cbfad9,2019-06-11,5.0,chips,Stuff,expenses
a4ce3463-d0ad-11ec-921e-08c5e1cbfad9,2019-06-11,3.0,cola,Stuff,expenses
a4cf417a-d0ad-11ec-82af-08c5e1cbfad9,2019-06-12,80.0,benzina 5.56,Stuff,expenses
a4d09745-d0ad-11ec-9974-08c5e1cbfad9,2019-06-12,17.0,heets,Stuff,expenses
a4d1cb60-d0ad-11ec-9930-08c5e1cbfad9,2019-06-12,200.0,c rata ing,Stuff,expenses
a4d2fd7d-d0ad-11ec-80cc-08c5e1cbfad9,2019-06-13,17.0,heets,Stuff,expenses
a4d3f40c-d0ad-11ec-b549-08c5e1cbfad9,2019-06-13,8.0,cola,Stuff,expenses
a4d50ba4-d0ad-11ec-96b3-08c5e1cbfad9,2019-06-14,34.0,heets,Stuff,expenses
a4d62b6c-d0ad-11ec-af90-08c5e1cbfad9,2019-06-15,5.0,pepsi,Stuff,expenses
a4d751c0-d0ad-11ec-80ec-08c5e1cbfad9,2019-06-15,17.0,heets,Stuff,expenses
a4d868c9-d0ad-11ec-879b-08c5e1cbfad9,2019-06-15,14.0,mec,Stuff,expenses
a4d95511-d0ad-11ec-bad3-08c5e1cbfad9,2019-06-16,50.0,Rata Consuela,Stuff,expenses
a4da7835-d0ad-11ec-adff-08c5e1cbfad9,2019-06-16,17.0,heets,Stuff,expenses
a4dbb632-d0ad-11ec-82ef-08c5e1cbfad9,2019-06-16,50.0,benzina 5.50,Stuff,expenses
a4dcb71e-d0ad-11ec-9a10-08c5e1cbfad9,2019-06-17,17.0,heets,Stuff,expenses
a4de08bb-d0ad-11ec-b25b-08c5e1cbfad9,2019-06-17,3.0,cola,Stuff,expenses
a4df04b1-d0ad-11ec-8fda-08c5e1cbfad9,2019-06-18,33.0,Cartela Orange Alin,Stuff,expenses
a4e03f21-d0ad-11ec-a535-08c5e1cbfad9,2019-06-18,17.0,heets,Stuff,expenses
a4e18c62-d0ad-11ec-aae2-08c5e1cbfad9,2019-06-18,100.0,Maria,Stuff,expenses
a4e2d062-d0ad-11ec-9b90-08c5e1cbfad9,2019-06-18,200.0,c,Stuff,expenses
a4e3d8d8-d0ad-11ec-80bc-08c5e1cbfad9,2019-06-18,9.0,suc,Stuff,expenses
a4e4d7e6-d0ad-11ec-8719-08c5e1cbfad9,2019-06-18,17.0,heets1,Stuff,expenses
a4e5e9f3-d0ad-11ec-b16a-08c5e1cbfad9,2019-06-19,20.0,benzina c,Stuff,expenses
a4e6dd93-d0ad-11ec-a8e7-08c5e1cbfad9,2019-06-19,17.0,heets,Stuff,expenses
a4e8f81a-d0ad-11ec-8534-08c5e1cbfad9,2019-06-19,30.0,shaorma,Stuff,expenses
a4ea7d54-d0ad-11ec-a318-08c5e1cbfad9,2019-06-19,20.0,tig c si suc,Stuff,expenses
a4ebceee-d0ad-11ec-af0d-08c5e1cbfad9,2019-06-20,17.0,heets,Stuff,expenses
a4ecee85-d0ad-11ec-80f4-08c5e1cbfad9,2019-06-20,3.0,cola,Stuff,expenses
a4eea0e8-d0ad-11ec-ada1-08c5e1cbfad9,2019-06-20,50.0,tig c a cornuri suc,Stuff,expenses
a4f03f31-d0ad-11ec-9480-08c5e1cbfad9,2019-06-21,50.0,benzina 5.46,Stuff,expenses
a4f15fd2-d0ad-11ec-9b09-08c5e1cbfad9,2019-06-21,8.0,suc,Stuff,expenses
a4f2c843-d0ad-11ec-a1c9-08c5e1cbfad9,2019-06-21,17.0,heets,Stuff,expenses
a4f3d258-d0ad-11ec-ab94-08c5e1cbfad9,2019-06-22,50.0,benzina 5.42,Stuff,expenses
a4f51e75-d0ad-11ec-8df8-08c5e1cbfad9,2019-06-22,17.0,heets,Stuff,expenses
a4f61872-d0ad-11ec-9e7f-08c5e1cbfad9,2019-06-22,18.0,tig a,Stuff,expenses
a4f7fcde-d0ad-11ec-b3fe-08c5e1cbfad9,2019-06-22,12.0,sucuri,Stuff,expenses
a4f9c4d3-d0ad-11ec-a03d-08c5e1cbfad9,2019-06-22,20.0,benzina c,Stuff,expenses
a4faef0e-d0ad-11ec-9bdd-08c5e1cbfad9,2019-06-23,17.0,heets,Stuff,expenses
a4fc3c6a-d0ad-11ec-88e4-08c5e1cbfad9,2019-06-23,4.0,cola,Stuff,expenses
a4fd5e88-d0ad-11ec-965e-08c5e1cbfad9,2019-06-23,5.0,suc bricheta,Stuff,expenses
a4fed298-d0ad-11ec-aa1f-08c5e1cbfad9,2019-06-24,300.0,c asigurare,Stuff,expenses
a4ffe9e4-d0ad-11ec-8e2b-08c5e1cbfad9,2019-06-24,18.0,tig a,Stuff,expenses
a50104bf-d0ad-11ec-874b-08c5e1cbfad9,2019-06-24,11.0,bere suc,Stuff,expenses
a5022148-d0ad-11ec-9e7f-08c5e1cbfad9,2019-06-24,17.0,heets,Stuff,expenses
a50346ba-d0ad-11ec-ac73-08c5e1cbfad9,2019-06-24,4.0,cola,Stuff,expenses
a504817f-d0ad-11ec-8371-08c5e1cbfad9,2019-06-24,20.0,bere suc nonstop,Stuff,expenses
a505a54f-d0ad-11ec-94d4-08c5e1cbfad9,2019-06-25,17.0,heets,Stuff,expenses
a508dcb8-d0ad-11ec-9719-08c5e1cbfad9,2019-06-25,61.0,pizza ok,Stuff,expenses
a50a2229-d0ad-11ec-afa7-08c5e1cbfad9,2019-06-25,17.0,tig c,Stuff,expenses
a50b34f7-d0ad-11ec-b560-08c5e1cbfad9,2019-06-25,50.0,benzina 5.47,Stuff,expenses
a50c6a92-d0ad-11ec-811c-08c5e1cbfad9,2019-06-25,4.0,cola,Stuff,expenses
a50d6e70-d0ad-11ec-91c8-08c5e1cbfad9,2019-06-26,17.0,heets,Stuff,expenses
a50ebdf7-d0ad-11ec-b58c-08c5e1cbfad9,2019-06-26,4.0,cola,Stuff,expenses
a50fedf3-d0ad-11ec-a30a-08c5e1cbfad9,2019-06-26,13.0,suc gogosi inghetata,Stuff,expenses
a5110c94-d0ad-11ec-8835-08c5e1cbfad9,2019-06-27,50.0,benzina 5.48,Stuff,expenses
a5121e54-d0ad-11ec-b108-08c5e1cbfad9,2019-06-27,17.0,heets,Stuff,expenses
a513364f-d0ad-11ec-b2c8-08c5e1cbfad9,2019-06-27,4.0,cola,Stuff,expenses
a514524f-d0ad-11ec-8502-08c5e1cbfad9,2019-06-27,18.0,tig a,Stuff,expenses
a5154ef1-d0ad-11ec-80a3-08c5e1cbfad9,2019-06-27,30.0,sucuri,Stuff,expenses
a516b431-d0ad-11ec-9ec7-08c5e1cbfad9,2019-06-27,20.0,gogosi,Stuff,expenses
a5184449-d0ad-11ec-b9f1-08c5e1cbfad9,2019-06-27,5.0,cola1,Stuff,expenses
a5196174-d0ad-11ec-b752-08c5e1cbfad9,2019-06-28,6.0,redbull,Stuff,expenses
a51b01c8-d0ad-11ec-b607-08c5e1cbfad9,2019-06-28,50.0,benzina 5.48,Stuff,expenses
a51c2aab-d0ad-11ec-8b05-08c5e1cbfad9,2019-06-28,20.0,ana sucuri,Stuff,expenses
a51d3e59-d0ad-11ec-bfd9-08c5e1cbfad9,2019-06-28,17.0,heets,Stuff,expenses
a51f1675-d0ad-11ec-b73c-08c5e1cbfad9,2019-06-28,10.0,sucuri dulce,Stuff,expenses
a52054a5-d0ad-11ec-b7c6-08c5e1cbfad9,2019-06-28,20.0,shaorma,Stuff,expenses
a52169b8-d0ad-11ec-b017-08c5e1cbfad9,2019-06-29,50.0,benzina 5.45,Stuff,expenses
a522d253-d0ad-11ec-af2c-08c5e1cbfad9,2019-06-29,20.0,benzina c,Stuff,expenses
a5241d1c-d0ad-11ec-b9c3-08c5e1cbfad9,2019-06-29,34.0,Cartela Vodafone Alin,Stuff,expenses
a52567a5-d0ad-11ec-a71d-08c5e1cbfad9,2019-06-29,30.0,auchan,Stuff,expenses
a5267f35-d0ad-11ec-8351-08c5e1cbfad9,2019-06-29,18.0,tig a,Stuff,expenses
a52786ac-d0ad-11ec-836e-08c5e1cbfad9,2019-06-29,24.0,inghetata,Stuff,expenses
a528b4a9-d0ad-11ec-8482-08c5e1cbfad9,2019-06-29,11.0,suc bere non stop,Stuff,expenses
a529eb2e-d0ad-11ec-85a6-08c5e1cbfad9,2019-06-30,52.0,dulciuri pt bogdan,Stuff,expenses
